T2M,RH2M,WS2M,fecha,municipio_norm,uf
29.92,32.58,0.1,2023-08-05,VILHENA,RO
30.0,37.09,0.17,2023-08-06,VILHENA,RO
29.42,45.4,0.18,2023-08-07,VILHENA,RO
30.33,39.61,0.13,2023-08-08,VILHENA,RO
30.89,37.71,0.11,2023-08-09,VILHENA,RO
30.53,36.49,0.18,2023-08-10,VILHENA,RO
29.6,47.74,0.15,2023-08-11,VILHENA,RO
27.07,69.22,0.07,2023-08-12,VILHENA,RO
25.14,70.7,0.0,2023-08-13,VILHENA,RO
27.08,53.59,0.05,2023-08-14,VILHENA,RO
27.96,44.71,0.13,2023-08-15,VILHENA,RO
28.31,39.85,0.13,2023-08-16,VILHENA,RO
29.17,42.17,0.17,2023-08-17,VILHENA,RO
29.46,48.81,0.22,2023-08-18,VILHENA,RO
29.97,51.34,0.17,2023-08-19,VILHENA,RO
30.34,45.29,0.13,2023-08-20,VILHENA,RO
31.05,38.45,0.31,2023-08-21,VILHENA,RO
30.94,37.13,0.23,2023-08-22,VILHENA,RO
31.52,40.63,0.1,2023-08-23,VILHENA,RO
30.77,44.17,0.16,2023-08-24,VILHENA,RO
30.26,53.78,0.12,2023-08-25,VILHENA,RO
29.07,62.51,0.09,2023-08-26,VILHENA,RO
28.11,64.96,0.01,2023-08-27,VILHENA,RO
29.17,56.77,0.17,2023-08-28,VILHENA,RO
29.81,56.76,0.2,2023-08-29,VILHENA,RO
29.06,62.41,0.11,2023-08-30,VILHENA,RO
29.37,61.58,0.08,2023-08-31,VILHENA,RO
30.16,55.13,0.04,2023-09-01,VILHENA,RO
29.35,58.4,0.09,2023-09-02,VILHENA,RO
29.75,53.66,0.07,2023-09-03,VILHENA,RO
30.76,51.78,0.09,2023-09-04,VILHENA,RO
30.98,41.38,0.16,2023-09-05,VILHENA,RO
31.04,42.61,0.08,2023-09-06,VILHENA,RO
29.39,51.51,0.12,2023-09-07,VILHENA,RO
30.02,51.07,0.14,2023-09-08,VILHENA,RO
31.06,47.97,0.01,2023-09-09,VILHENA,RO
31.66,44.6,0.02,2023-09-10,VILHENA,RO
32.61,39.32,0.11,2023-09-11,VILHENA,RO
31.97,41.14,0.08,2023-09-12,VILHENA,RO
32.18,45.86,0.11,2023-09-13,VILHENA,RO
28.37,61.39,0.02,2023-09-14,VILHENA,RO
30.64,48.44,0.0,2023-09-15,VILHENA,RO
32.17,40.2,0.1,2023-09-16,VILHENA,RO
32.21,39.64,0.02,2023-09-17,VILHENA,RO
30.94,50.76,0.0,2023-09-18,VILHENA,RO
31.73,43.54,0.03,2023-09-19,VILHENA,RO
32.39,40.33,0.08,2023-09-20,VILHENA,RO
32.17,39.76,0.17,2023-09-21,VILHENA,RO
32.3,42.03,0.17,2023-09-22,VILHENA,RO
32.1,40.39,0.04,2023-09-23,VILHENA,RO
32.66,38.75,0.02,2023-09-24,VILHENA,RO
32.89,39.74,0.11,2023-09-25,VILHENA,RO
33.48,37.09,0.0,2023-09-26,VILHENA,RO
33.38,40.9,0.0,2023-09-27,VILHENA,RO
31.76,51.64,0.05,2023-09-28,VILHENA,RO
28.64,69.25,0.01,2023-09-29,VILHENA,RO
29.2,66.05,0.09,2023-09-30,VILHENA,RO
29.83,60.99,0.03,2023-10-01,VILHENA,RO
30.89,55.12,0.02,2023-10-02,VILHENA,RO
29.29,62.28,0.02,2023-10-03,VILHENA,RO
29.55,61.73,0.05,2023-10-04,VILHENA,RO
30.39,49.86,0.1,2023-10-05,VILHENA,RO
30.92,48.21,0.04,2023-10-06,VILHENA,RO
31.2,50.8,0.01,2023-10-07,VILHENA,RO
32.08,49.0,0.11,2023-10-08,VILHENA,RO
30.82,55.83,0.02,2023-10-09,VILHENA,RO
29.64,63.95,0.01,2023-10-10,VILHENA,RO
30.61,53.33,0.01,2023-10-11,VILHENA,RO
31.84,49.06,0.03,2023-10-12,VILHENA,RO
30.42,58.84,0.03,2023-10-13,VILHENA,RO
30.09,62.67,0.01,2023-10-14,VILHENA,RO
29.39,59.51,0.07,2023-10-15,VILHENA,RO
27.06,67.81,0.08,2023-10-16,VILHENA,RO
29.63,60.42,0.15,2023-10-17,VILHENA,RO
31.37,50.06,0.18,2023-10-18,VILHENA,RO
32.96,41.37,0.15,2023-10-19,VILHENA,RO
32.49,46.11,0.09,2023-10-20,VILHENA,RO
31.93,55.28,0.08,2023-10-21,VILHENA,RO
29.39,68.35,0.05,2023-10-22,VILHENA,RO
30.46,57.5,0.02,2023-10-23,VILHENA,RO
31.29,52.32,0.05,2023-10-24,VILHENA,RO
31.32,53.51,0.05,2023-10-25,VILHENA,RO
30.57,59.42,0.01,2023-10-26,VILHENA,RO
29.15,65.73,0.0,2023-10-27,VILHENA,RO
29.95,60.37,0.0,2023-10-28,VILHENA,RO
31.41,51.52,0.05,2023-10-29,VILHENA,RO
29.91,60.99,0.01,2023-10-30,VILHENA,RO
29.94,59.79,0.03,2023-10-31,VILHENA,RO
30.53,55.53,0.06,2023-11-01,VILHENA,RO
31.23,52.9,0.11,2023-11-02,VILHENA,RO
30.9,59.74,0.04,2023-11-03,VILHENA,RO
26.49,83.59,0.02,2023-11-04,VILHENA,RO
28.8,65.91,0.09,2023-11-05,VILHENA,RO
31.12,55.05,0.18,2023-11-06,VILHENA,RO
31.28,53.99,0.07,2023-11-07,VILHENA,RO
30.63,59.88,0.03,2023-11-08,VILHENA,RO
30.12,61.89,0.05,2023-11-09,VILHENA,RO
31.53,53.65,0.04,2023-11-10,VILHENA,RO
32.07,51.84,0.03,2023-11-11,VILHENA,RO
31.57,53.09,0.01,2023-11-12,VILHENA,RO
31.78,52.22,0.02,2023-11-13,VILHENA,RO
31.73,51.79,0.04,2023-11-14,VILHENA,RO
32.1,50.13,0.06,2023-11-15,VILHENA,RO
32.57,47.96,0.03,2023-11-16,VILHENA,RO
32.73,46.6,0.01,2023-11-17,VILHENA,RO
31.28,54.3,0.01,2023-11-18,VILHENA,RO
31.68,52.2,0.0,2023-11-19,VILHENA,RO
30.35,59.2,0.02,2023-11-20,VILHENA,RO
31.04,52.31,0.01,2023-11-21,VILHENA,RO
31.03,50.86,0.02,2023-11-22,VILHENA,RO
30.01,57.03,0.01,2023-11-23,VILHENA,RO
27.29,73.97,0.01,2023-11-24,VILHENA,RO
29.49,60.16,0.05,2023-11-25,VILHENA,RO
29.75,59.68,0.04,2023-11-26,VILHENA,RO
31.01,52.15,0.02,2023-11-27,VILHENA,RO
30.77,55.71,0.04,2023-11-28,VILHENA,RO
30.77,57.58,0.01,2023-11-29,VILHENA,RO
29.25,64.81,0.0,2023-11-30,VILHENA,RO
30.34,57.23,0.02,2023-12-01,VILHENA,RO
30.94,56.23,0.02,2023-12-02,VILHENA,RO
27.72,69.74,0.04,2023-12-03,VILHENA,RO
25.67,78.86,0.01,2023-12-04,VILHENA,RO
27.28,72.07,0.03,2023-12-05,VILHENA,RO
29.61,58.52,0.05,2023-12-06,VILHENA,RO
30.6,57.29,0.05,2023-12-07,VILHENA,RO
27.74,71.17,0.03,2023-12-08,VILHENA,RO
30.51,58.95,0.13,2023-12-09,VILHENA,RO
31.42,53.51,0.11,2023-12-10,VILHENA,RO
28.79,72.98,0.08,2023-12-11,VILHENA,RO
28.64,70.06,0.01,2023-12-12,VILHENA,RO
29.17,67.96,0.01,2023-12-13,VILHENA,RO
28.35,79.31,0.02,2023-12-14,VILHENA,RO
28.29,78.19,0.06,2023-12-15,VILHENA,RO
30.12,66.77,0.06,2023-12-16,VILHENA,RO
29.71,66.09,0.02,2023-12-17,VILHENA,RO
30.06,63.13,0.01,2023-12-18,VILHENA,RO
29.99,64.65,0.06,2023-12-19,VILHENA,RO
30.18,62.38,0.04,2023-12-20,VILHENA,RO
28.05,77.38,0.0,2023-12-21,VILHENA,RO
27.88,74.8,0.01,2023-12-22,VILHENA,RO
28.99,64.57,0.0,2023-12-23,VILHENA,RO
28.87,65.15,0.02,2023-12-24,VILHENA,RO
29.21,67.15,0.03,2023-12-25,VILHENA,RO
29.5,63.58,0.04,2023-12-26,VILHENA,RO
30.72,55.52,0.1,2023-12-27,VILHENA,RO
31.09,54.69,0.05,2023-12-28,VILHENA,RO
29.95,61.43,0.04,2023-12-29,VILHENA,RO
29.55,58.77,0.0,2023-12-30,VILHENA,RO
29.87,61.57,0.06,2023-12-31,VILHENA,RO
27.41,76.0,0.02,2024-01-01,VILHENA,RO
28.18,75.36,0.0,2024-01-02,VILHENA,RO
27.34,80.95,0.01,2024-01-03,VILHENA,RO
25.7,86.93,0.0,2024-01-04,VILHENA,RO
26.1,79.27,0.03,2024-01-05,VILHENA,RO
27.95,69.72,0.03,2024-01-06,VILHENA,RO
27.39,74.82,0.0,2024-01-07,VILHENA,RO
29.46,64.46,0.08,2024-01-08,VILHENA,RO
27.54,80.52,0.03,2024-01-09,VILHENA,RO
26.05,85.9,0.02,2024-01-10,VILHENA,RO
26.32,83.43,0.02,2024-01-11,VILHENA,RO
26.33,81.71,0.04,2024-01-12,VILHENA,RO
25.81,87.85,0.02,2024-01-13,VILHENA,RO
25.91,86.74,0.02,2024-01-14,VILHENA,RO
26.6,83.5,0.06,2024-01-15,VILHENA,RO
27.6,78.26,0.03,2024-01-16,VILHENA,RO
28.59,74.36,0.03,2024-01-17,VILHENA,RO
27.9,79.64,0.03,2024-01-18,VILHENA,RO
27.25,80.4,0.04,2024-01-19,VILHENA,RO
28.09,75.84,0.05,2024-01-20,VILHENA,RO
27.33,80.74,0.04,2024-01-21,VILHENA,RO
27.75,76.73,0.06,2024-01-22,VILHENA,RO
27.83,76.52,0.02,2024-01-23,VILHENA,RO
27.9,80.48,0.0,2024-01-24,VILHENA,RO
27.25,83.36,0.0,2024-01-25,VILHENA,RO
28.85,70.61,0.07,2024-01-26,VILHENA,RO
29.92,60.42,0.04,2024-01-27,VILHENA,RO
28.91,64.96,0.01,2024-01-28,VILHENA,RO
29.21,63.68,0.0,2024-01-29,VILHENA,RO
30.2,61.75,0.02,2024-01-30,VILHENA,RO
27.86,73.37,0.01,2024-01-31,VILHENA,RO
25.39,90.24,0.04,2024-02-01,VILHENA,RO
27.12,79.82,0.04,2024-02-02,VILHENA,RO
25.24,86.15,0.03,2024-02-03,VILHENA,RO
24.99,83.37,0.04,2024-02-04,VILHENA,RO
27.28,70.01,0.0,2024-02-05,VILHENA,RO
27.99,65.38,0.06,2024-02-06,VILHENA,RO
27.49,75.95,0.04,2024-02-07,VILHENA,RO
28.11,72.85,0.05,2024-02-08,VILHENA,RO
28.86,68.65,0.06,2024-02-09,VILHENA,RO
26.52,86.13,0.01,2024-02-10,VILHENA,RO
25.35,92.11,0.05,2024-02-11,VILHENA,RO
25.09,92.72,0.0,2024-02-12,VILHENA,RO
26.21,81.86,0.08,2024-02-13,VILHENA,RO
27.91,75.71,0.05,2024-02-14,VILHENA,RO
28.2,75.62,0.07,2024-02-15,VILHENA,RO
27.83,81.08,0.04,2024-02-16,VILHENA,RO
27.2,84.07,0.07,2024-02-17,VILHENA,RO
27.68,80.59,0.05,2024-02-18,VILHENA,RO
25.04,96.92,0.02,2024-02-19,VILHENA,RO
24.85,95.23,0.05,2024-02-20,VILHENA,RO
25.49,88.11,0.02,2024-02-21,VILHENA,RO
25.93,88.56,0.03,2024-02-22,VILHENA,RO
25.34,93.38,0.0,2024-02-23,VILHENA,RO
24.44,89.45,0.05,2024-02-24,VILHENA,RO
25.48,88.04,0.02,2024-02-25,VILHENA,RO
26.06,86.96,0.07,2024-02-26,VILHENA,RO
26.24,83.9,0.15,2024-02-27,VILHENA,RO
26.4,83.15,0.02,2024-02-28,VILHENA,RO
27.2,79.73,0.02,2024-02-29,VILHENA,RO
27.72,80.78,0.03,2024-03-01,VILHENA,RO
26.24,85.07,0.06,2024-03-02,VILHENA,RO
26.12,82.54,0.01,2024-03-03,VILHENA,RO
25.75,87.81,0.1,2024-03-04,VILHENA,RO
25.28,91.02,0.07,2024-03-05,VILHENA,RO
25.89,87.26,0.11,2024-03-06,VILHENA,RO
26.56,87.09,0.09,2024-03-07,VILHENA,RO
25.85,91.03,0.11,2024-03-08,VILHENA,RO
26.68,84.23,0.18,2024-03-09,VILHENA,RO
27.41,80.93,0.12,2024-03-10,VILHENA,RO
27.74,78.49,0.19,2024-03-11,VILHENA,RO
28.09,77.3,0.11,2024-03-12,VILHENA,RO
27.6,80.93,0.08,2024-03-13,VILHENA,RO
28.42,77.13,0.08,2024-03-14,VILHENA,RO
28.24,79.45,0.05,2024-03-15,VILHENA,RO
26.95,90.53,0.1,2024-03-16,VILHENA,RO
26.99,85.52,0.06,2024-03-17,VILHENA,RO
25.81,91.13,0.02,2024-03-18,VILHENA,RO
26.33,88.21,0.1,2024-03-19,VILHENA,RO
26.95,85.18,0.01,2024-03-20,VILHENA,RO
26.25,89.69,0.05,2024-03-21,VILHENA,RO
26.14,88.33,0.1,2024-03-22,VILHENA,RO
26.09,86.45,0.04,2024-03-23,VILHENA,RO
26.42,84.59,0.08,2024-03-24,VILHENA,RO
25.17,94.04,0.05,2024-03-25,VILHENA,RO
24.81,91.91,0.01,2024-03-26,VILHENA,RO
25.81,90.33,0.01,2024-03-27,VILHENA,RO
24.87,94.26,0.0,2024-03-28,VILHENA,RO
25.77,85.4,0.04,2024-03-29,VILHENA,RO
26.61,83.3,0.09,2024-03-30,VILHENA,RO
26.09,82.94,0.06,2024-03-31,VILHENA,RO
26.74,83.71,0.1,2024-04-01,VILHENA,RO
25.19,89.15,0.08,2024-04-02,VILHENA,RO
26.09,83.45,0.17,2024-04-03,VILHENA,RO
26.44,86.06,0.13,2024-04-04,VILHENA,RO
27.08,85.01,0.07,2024-04-05,VILHENA,RO
26.55,87.91,0.03,2024-04-06,VILHENA,RO
25.31,91.95,0.08,2024-04-07,VILHENA,RO
25.51,91.08,0.11,2024-04-08,VILHENA,RO
26.68,84.56,0.16,2024-04-09,VILHENA,RO
26.93,83.8,0.11,2024-04-10,VILHENA,RO
25.06,96.35,0.05,2024-04-11,VILHENA,RO
25.66,92.29,0.1,2024-04-12,VILHENA,RO
25.5,92.07,0.12,2024-04-13,VILHENA,RO
26.19,87.33,0.13,2024-04-14,VILHENA,RO
26.64,89.78,0.04,2024-04-15,VILHENA,RO
25.91,89.99,0.02,2024-04-16,VILHENA,RO
26.28,87.35,0.08,2024-04-17,VILHENA,RO
26.0,89.83,0.04,2024-04-18,VILHENA,RO
26.85,84.45,0.06,2024-04-19,VILHENA,RO
26.9,85.67,0.11,2024-04-20,VILHENA,RO
26.18,86.66,0.07,2024-04-21,VILHENA,RO
26.76,83.51,0.04,2024-04-22,VILHENA,RO
27.2,81.19,0.04,2024-04-23,VILHENA,RO
27.15,83.77,0.06,2024-04-24,VILHENA,RO
27.42,81.7,0.08,2024-04-25,VILHENA,RO
26.92,80.86,0.01,2024-04-26,VILHENA,RO
27.09,79.99,0.05,2024-04-27,VILHENA,RO
27.08,81.4,0.04,2024-04-28,VILHENA,RO
27.65,76.18,0.02,2024-04-29,VILHENA,RO
28.12,73.05,0.03,2024-04-30,VILHENA,RO
27.78,75.94,0.04,2024-05-01,VILHENA,RO
28.0,72.62,0.03,2024-05-02,VILHENA,RO
27.53,64.87,0.08,2024-05-03,VILHENA,RO
27.23,64.06,0.09,2024-05-04,VILHENA,RO
28.75,65.87,0.03,2024-05-05,VILHENA,RO
29.22,64.79,0.01,2024-05-06,VILHENA,RO
29.78,60.69,0.03,2024-05-07,VILHENA,RO
29.7,61.18,0.04,2024-05-08,VILHENA,RO
29.44,58.45,0.01,2024-05-09,VILHENA,RO
28.89,53.7,0.08,2024-05-10,VILHENA,RO
29.65,55.84,0.06,2024-05-11,VILHENA,RO
29.91,59.57,0.01,2024-05-12,VILHENA,RO
27.44,72.67,0.0,2024-05-13,VILHENA,RO
27.97,65.95,0.01,2024-05-14,VILHENA,RO
26.58,52.33,0.1,2024-05-15,VILHENA,RO
26.93,54.03,0.14,2024-05-16,VILHENA,RO
28.75,57.29,0.12,2024-05-17,VILHENA,RO
28.99,59.26,0.11,2024-05-18,VILHENA,RO
28.63,50.92,0.02,2024-05-19,VILHENA,RO
27.49,49.58,0.1,2024-05-20,VILHENA,RO
27.12,51.41,0.13,2024-05-21,VILHENA,RO
28.28,62.73,0.16,2024-05-22,VILHENA,RO
29.17,62.28,0.1,2024-05-23,VILHENA,RO
29.29,59.55,0.07,2024-05-24,VILHENA,RO
27.41,63.29,0.01,2024-05-25,VILHENA,RO
26.83,49.09,0.07,2024-05-26,VILHENA,RO
26.24,48.45,0.08,2024-05-27,VILHENA,RO
24.9,48.75,0.03,2024-05-28,VILHENA,RO
23.94,57.39,0.1,2024-05-29,VILHENA,RO
25.03,54.73,0.13,2024-05-30,VILHENA,RO
26.06,45.04,0.19,2024-05-31,VILHENA,RO
27.11,41.98,0.18,2024-06-01,VILHENA,RO
28.35,48.32,0.21,2024-06-02,VILHENA,RO
28.05,52.95,0.08,2024-06-03,VILHENA,RO
26.63,47.12,0.03,2024-06-04,VILHENA,RO
25.97,45.22,0.07,2024-06-05,VILHENA,RO
27.67,42.95,0.13,2024-06-06,VILHENA,RO
27.61,43.1,0.16,2024-06-07,VILHENA,RO
27.47,41.24,0.15,2024-06-08,VILHENA,RO
27.47,41.31,0.22,2024-06-09,VILHENA,RO
28.09,41.36,0.24,2024-06-10,VILHENA,RO
28.05,41.28,0.05,2024-06-11,VILHENA,RO
27.72,39.71,0.14,2024-06-12,VILHENA,RO
27.57,40.98,0.2,2024-06-13,VILHENA,RO
28.52,48.68,0.15,2024-06-14,VILHENA,RO
28.96,44.24,0.12,2024-06-15,VILHENA,RO
28.81,40.75,0.14,2024-06-16,VILHENA,RO
28.73,39.2,0.17,2024-06-17,VILHENA,RO
28.38,41.26,0.16,2024-06-18,VILHENA,RO
28.35,41.55,0.13,2024-06-19,VILHENA,RO
28.07,38.84,0.08,2024-06-20,VILHENA,RO
28.8,38.95,0.17,2024-06-21,VILHENA,RO
28.75,44.03,0.23,2024-06-22,VILHENA,RO
29.18,45.65,0.19,2024-06-23,VILHENA,RO
29.39,40.71,0.14,2024-06-24,VILHENA,RO
28.6,38.5,0.15,2024-06-25,VILHENA,RO
28.13,36.51,0.12,2024-06-26,VILHENA,RO
28.37,37.57,0.12,2024-06-27,VILHENA,RO
28.38,38.96,0.23,2024-06-28,VILHENA,RO
28.95,37.88,0.24,2024-06-29,VILHENA,RO
26.67,42.85,0.03,2024-06-30,VILHENA,RO
26.38,41.38,0.08,2024-07-01,VILHENA,RO
27.47,38.24,0.09,2024-07-02,VILHENA,RO
28.52,36.17,0.13,2024-07-03,VILHENA,RO
29.44,41.5,0.15,2024-07-04,VILHENA,RO
29.86,41.36,0.06,2024-07-05,VILHENA,RO
29.78,35.69,0.06,2024-07-06,VILHENA,RO
29.47,36.9,0.1,2024-07-07,VILHENA,RO
29.68,36.63,0.02,2024-07-08,VILHENA,RO
28.42,39.91,0.05,2024-07-09,VILHENA,RO
27.89,39.98,0.11,2024-07-10,VILHENA,RO
29.23,39.65,0.05,2024-07-11,VILHENA,RO
29.51,37.58,0.01,2024-07-12,VILHENA,RO
26.21,36.95,0.0,2024-07-13,VILHENA,RO
25.62,40.53,0.01,2024-07-14,VILHENA,RO
26.01,38.78,0.01,2024-07-15,VILHENA,RO
25.7,36.23,0.1,2024-07-16,VILHENA,RO
26.23,32.84,0.07,2024-07-17,VILHENA,RO
26.5,31.81,0.18,2024-07-18,VILHENA,RO
27.35,29.03,0.09,2024-07-19,VILHENA,RO
27.96,28.77,0.08,2024-07-20,VILHENA,RO
27.13,24.49,0.09,2024-07-21,VILHENA,RO
26.85,24.34,0.03,2024-07-22,VILHENA,RO
26.99,26.26,0.11,2024-07-23,VILHENA,RO
28.25,28.19,0.21,2024-07-24,VILHENA,RO
28.9,28.08,0.11,2024-07-25,VILHENA,RO
29.01,28.83,0.07,2024-07-26,VILHENA,RO
28.46,26.44,0.04,2024-07-27,VILHENA,RO
27.93,25.67,0.2,2024-07-28,VILHENA,RO
28.63,27.35,0.13,2024-07-29,VILHENA,RO
28.95,29.82,0.01,2024-07-30,VILHENA,RO
29.33,31.2,0.15,2024-07-31,VILHENA,RO
29.44,28.21,0.16,2024-08-01,VILHENA,RO
29.7,30.88,0.04,2024-08-02,VILHENA,RO
31.01,31.39,0.13,2024-08-03,VILHENA,RO
30.3,31.07,0.06,2024-08-04,VILHENA,RO
29.62,32.08,0.06,2024-08-05,VILHENA,RO
29.03,28.51,0.15,2024-08-06,VILHENA,RO
29.15,32.54,0.19,2024-08-07,VILHENA,RO
29.77,33.31,0.08,2024-08-08,VILHENA,RO
28.74,37.7,0.0,2024-08-09,VILHENA,RO
24.41,38.95,0.0,2024-08-10,VILHENA,RO
26.39,33.47,0.05,2024-08-11,VILHENA,RO
26.24,29.92,0.01,2024-08-12,VILHENA,RO
26.86,28.48,0.11,2024-08-13,VILHENA,RO
28.99,29.6,0.16,2024-08-14,VILHENA,RO
30.14,30.53,0.36,2024-08-15,VILHENA,RO
31.12,34.57,0.08,2024-08-16,VILHENA,RO
30.99,38.27,0.24,2024-08-17,VILHENA,RO
31.39,31.67,0.24,2024-08-18,VILHENA,RO
31.1,31.16,0.14,2024-08-19,VILHENA,RO
31.37,28.63,0.04,2024-08-20,VILHENA,RO
30.98,28.0,0.08,2024-08-21,VILHENA,RO
31.45,33.63,0.11,2024-08-22,VILHENA,RO
31.93,33.06,0.13,2024-08-23,VILHENA,RO
30.51,31.98,0.14,2024-08-24,VILHENA,RO
27.43,36.29,0.0,2024-08-25,VILHENA,RO
25.62,32.78,0.01,2024-08-26,VILHENA,RO
27.15,30.08,0.16,2024-08-27,VILHENA,RO
29.09,29.77,0.17,2024-08-28,VILHENA,RO
30.03,30.13,0.27,2024-08-29,VILHENA,RO
30.07,29.66,0.06,2024-08-30,VILHENA,RO
29.84,30.78,0.1,2024-08-31,VILHENA,RO
30.86,27.52,0.06,2024-09-01,VILHENA,RO
30.79,26.07,0.18,2024-09-02,VILHENA,RO
30.07,30.55,0.11,2024-09-03,VILHENA,RO
31.7,32.92,0.28,2024-09-04,VILHENA,RO
30.4,34.51,0.01,2024-09-05,VILHENA,RO
29.76,31.96,0.06,2024-09-06,VILHENA,RO
30.36,22.14,0.31,2024-09-07,VILHENA,RO
29.36,25.83,0.35,2024-09-08,VILHENA,RO
30.02,24.92,0.2,2024-09-09,VILHENA,RO
30.27,26.99,0.08,2024-09-10,VILHENA,RO
31.47,29.59,0.01,2024-09-11,VILHENA,RO
31.2,39.96,0.12,2024-09-12,VILHENA,RO
31.48,36.29,0.17,2024-09-13,VILHENA,RO
31.83,34.93,0.15,2024-09-14,VILHENA,RO
30.81,36.73,0.04,2024-09-15,VILHENA,RO
31.51,35.73,0.01,2024-09-16,VILHENA,RO
31.63,36.85,0.1,2024-09-17,VILHENA,RO
31.77,33.08,0.17,2024-09-18,VILHENA,RO
30.53,40.29,0.01,2024-09-19,VILHENA,RO
31.73,38.47,0.21,2024-09-20,VILHENA,RO
32.05,34.34,0.19,2024-09-21,VILHENA,RO
31.82,32.83,0.31,2024-09-22,VILHENA,RO
32.21,35.1,0.14,2024-09-23,VILHENA,RO
32.07,42.56,0.06,2024-09-24,VILHENA,RO
32.2,45.1,0.09,2024-09-25,VILHENA,RO
30.94,47.48,0.01,2024-09-26,VILHENA,RO
28.79,59.67,0.0,2024-09-27,VILHENA,RO
30.95,50.59,0.11,2024-09-28,VILHENA,RO
31.6,50.62,0.1,2024-09-29,VILHENA,RO
28.43,72.34,0.0,2024-09-30,VILHENA,RO
29.57,62.4,0.01,2024-10-01,VILHENA,RO
31.03,51.97,0.06,2024-10-02,VILHENA,RO
30.74,52.3,0.01,2024-10-03,VILHENA,RO
30.81,57.57,0.08,2024-10-04,VILHENA,RO
32.01,50.09,0.11,2024-10-05,VILHENA,RO
31.58,51.85,0.21,2024-10-06,VILHENA,RO
29.31,65.68,0.0,2024-10-07,VILHENA,RO
31.16,50.91,0.01,2024-10-08,VILHENA,RO
30.56,52.59,0.04,2024-10-09,VILHENA,RO
28.45,67.11,0.1,2024-10-10,VILHENA,RO
30.22,57.13,0.09,2024-10-11,VILHENA,RO
30.58,51.41,0.02,2024-10-12,VILHENA,RO
30.24,59.7,0.04,2024-10-13,VILHENA,RO
31.17,53.3,0.09,2024-10-14,VILHENA,RO
29.52,53.71,0.02,2024-10-15,VILHENA,RO
30.74,49.81,0.04,2024-10-16,VILHENA,RO
31.49,47.85,0.04,2024-10-17,VILHENA,RO
28.89,63.01,0.02,2024-10-18,VILHENA,RO
28.92,56.41,0.12,2024-10-19,VILHENA,RO
29.16,54.45,0.21,2024-10-20,VILHENA,RO
31.08,50.95,0.07,2024-10-21,VILHENA,RO
31.32,51.63,0.01,2024-10-22,VILHENA,RO
30.08,59.72,0.03,2024-10-23,VILHENA,RO
30.47,60.5,0.02,2024-10-24,VILHENA,RO
29.03,63.55,0.08,2024-10-25,VILHENA,RO
31.84,51.09,0.02,2024-10-26,VILHENA,RO
29.09,62.93,0.02,2024-10-27,VILHENA,RO
29.87,62.49,0.02,2024-10-28,VILHENA,RO
30.19,59.88,0.04,2024-10-29,VILHENA,RO
28.86,68.2,0.02,2024-10-30,VILHENA,RO
31.21,52.76,0.04,2024-10-31,VILHENA,RO
30.15,56.39,0.0,2024-11-01,VILHENA,RO
31.34,51.48,0.05,2024-11-02,VILHENA,RO
31.91,49.2,0.09,2024-11-03,VILHENA,RO
31.53,51.3,0.06,2024-11-04,VILHENA,RO
28.8,69.61,0.0,2024-11-05,VILHENA,RO
25.4,86.93,0.02,2024-11-06,VILHENA,RO
26.37,79.43,0.0,2024-11-07,VILHENA,RO
27.52,74.64,0.0,2024-11-08,VILHENA,RO
26.38,80.11,0.01,2024-11-09,VILHENA,RO
27.01,77.85,0.0,2024-11-10,VILHENA,RO
25.21,88.89,0.04,2024-11-11,VILHENA,RO
27.74,72.82,0.01,2024-11-12,VILHENA,RO
27.92,66.84,0.01,2024-11-13,VILHENA,RO
29.86,57.41,0.02,2024-11-14,VILHENA,RO
26.19,80.92,0.01,2024-11-15,VILHENA,RO
27.56,74.07,0.0,2024-11-16,VILHENA,RO
29.21,62.18,0.04,2024-11-17,VILHENA,RO
28.77,67.48,0.05,2024-11-18,VILHENA,RO
26.63,79.18,0.01,2024-11-19,VILHENA,RO
26.11,79.37,0.05,2024-11-20,VILHENA,RO
27.91,71.03,0.02,2024-11-21,VILHENA,RO
26.33,82.4,0.05,2024-11-22,VILHENA,RO
28.51,69.34,0.06,2024-11-23,VILHENA,RO
29.58,63.24,0.09,2024-11-24,VILHENA,RO
29.53,64.15,0.06,2024-11-25,VILHENA,RO
26.9,75.85,0.06,2024-11-26,VILHENA,RO
29.17,65.16,0.01,2024-11-27,VILHENA,RO
30.19,59.55,0.01,2024-11-28,VILHENA,RO
31.23,54.28,0.04,2024-11-29,VILHENA,RO
30.38,59.15,0.01,2024-11-30,VILHENA,RO
27.84,72.51,0.04,2024-12-01,VILHENA,RO
30.74,50.92,0.03,2024-12-02,VILHENA,RO
29.98,61.97,0.03,2024-12-03,VILHENA,RO
27.73,77.47,0.0,2024-12-04,VILHENA,RO
27.13,75.64,0.0,2024-12-05,VILHENA,RO
27.44,75.71,0.01,2024-12-06,VILHENA,RO
27.97,70.78,0.01,2024-12-07,VILHENA,RO
29.12,65.77,0.02,2024-12-08,VILHENA,RO
28.48,71.44,0.04,2024-12-09,VILHENA,RO
29.18,69.99,0.06,2024-12-10,VILHENA,RO
28.57,72.93,0.06,2024-12-11,VILHENA,RO
27.92,73.36,0.0,2024-12-12,VILHENA,RO
28.34,60.5,0.1,2024-12-13,VILHENA,RO
29.2,62.8,0.03,2024-12-14,VILHENA,RO
25.65,86.59,0.09,2024-12-15,VILHENA,RO
