T2M,RH2M,WS2M,fecha,municipio_norm,uf
27.79,84.9,0.52,2023-07-11,CAREIRO DA VARZEA,AM
28.4,78.76,0.44,2023-07-12,CAREIRO DA VARZEA,AM
28.26,79.83,0.46,2023-07-13,CAREIRO DA VARZEA,AM
27.78,86.17,0.43,2023-07-14,CAREIRO DA VARZEA,AM
28.04,84.55,0.44,2023-07-15,CAREIRO DA VARZEA,AM
27.26,85.17,0.46,2023-07-16,CAREIRO DA VARZEA,AM
27.9,81.27,0.47,2023-07-17,CAREIRO DA VARZEA,AM
27.97,81.54,0.45,2023-07-18,CAREIRO DA VARZEA,AM
28.33,78.53,0.49,2023-07-19,CAREIRO DA VARZEA,AM
28.52,76.52,0.47,2023-07-20,CAREIRO DA VARZEA,AM
28.64,75.66,0.5,2023-07-21,CAREIRO DA VARZEA,AM
28.3,75.28,0.52,2023-07-22,CAREIRO DA VARZEA,AM
28.82,70.69,0.47,2023-07-23,CAREIRO DA VARZEA,AM
29.07,70.83,0.5,2023-07-24,CAREIRO DA VARZEA,AM
29.34,69.59,0.46,2023-07-25,CAREIRO DA VARZEA,AM
30.28,65.11,0.41,2023-07-26,CAREIRO DA VARZEA,AM
30.26,68.04,0.48,2023-07-27,CAREIRO DA VARZEA,AM
30.2,69.82,0.52,2023-07-28,CAREIRO DA VARZEA,AM
30.11,66.79,0.52,2023-07-29,CAREIRO DA VARZEA,AM
30.14,67.33,0.48,2023-07-30,CAREIRO DA VARZEA,AM
29.52,71.28,0.49,2023-07-31,CAREIRO DA VARZEA,AM
29.36,72.33,0.38,2023-08-01,CAREIRO DA VARZEA,AM
29.48,71.64,0.32,2023-08-02,CAREIRO DA VARZEA,AM
29.04,73.77,0.32,2023-08-03,CAREIRO DA VARZEA,AM
30.11,67.47,0.24,2023-08-04,CAREIRO DA VARZEA,AM
30.94,64.04,0.33,2023-08-05,CAREIRO DA VARZEA,AM
30.95,65.25,0.37,2023-08-06,CAREIRO DA VARZEA,AM
30.28,68.02,0.44,2023-08-07,CAREIRO DA VARZEA,AM
30.95,66.4,0.41,2023-08-08,CAREIRO DA VARZEA,AM
30.87,66.21,0.49,2023-08-09,CAREIRO DA VARZEA,AM
29.52,72.91,0.53,2023-08-10,CAREIRO DA VARZEA,AM
30.21,65.77,0.58,2023-08-11,CAREIRO DA VARZEA,AM
30.49,65.32,0.45,2023-08-12,CAREIRO DA VARZEA,AM
30.14,67.7,0.35,2023-08-13,CAREIRO DA VARZEA,AM
29.87,66.0,0.3,2023-08-14,CAREIRO DA VARZEA,AM
30.03,66.36,0.36,2023-08-15,CAREIRO DA VARZEA,AM
30.7,63.34,0.34,2023-08-16,CAREIRO DA VARZEA,AM
31.53,59.54,0.38,2023-08-17,CAREIRO DA VARZEA,AM
32.09,58.78,0.41,2023-08-18,CAREIRO DA VARZEA,AM
32.24,59.45,0.48,2023-08-19,CAREIRO DA VARZEA,AM
32.68,56.4,0.6,2023-08-20,CAREIRO DA VARZEA,AM
32.2,54.36,0.53,2023-08-21,CAREIRO DA VARZEA,AM
32.22,56.55,0.58,2023-08-22,CAREIRO DA VARZEA,AM
32.41,56.23,0.63,2023-08-23,CAREIRO DA VARZEA,AM
32.31,56.55,0.6,2023-08-24,CAREIRO DA VARZEA,AM
32.69,52.55,0.58,2023-08-25,CAREIRO DA VARZEA,AM
32.64,53.8,0.42,2023-08-26,CAREIRO DA VARZEA,AM
31.93,53.38,0.57,2023-08-27,CAREIRO DA VARZEA,AM
32.7,52.98,0.54,2023-08-28,CAREIRO DA VARZEA,AM
33.02,51.13,0.54,2023-08-29,CAREIRO DA VARZEA,AM
33.07,50.92,0.52,2023-08-30,CAREIRO DA VARZEA,AM
33.15,49.7,0.46,2023-08-31,CAREIRO DA VARZEA,AM
32.93,49.0,0.55,2023-09-01,CAREIRO DA VARZEA,AM
33.3,46.92,0.6,2023-09-02,CAREIRO DA VARZEA,AM
32.95,44.31,0.63,2023-09-03,CAREIRO DA VARZEA,AM
32.73,41.29,0.66,2023-09-04,CAREIRO DA VARZEA,AM
32.67,44.18,0.45,2023-09-05,CAREIRO DA VARZEA,AM
33.56,44.83,0.45,2023-09-06,CAREIRO DA VARZEA,AM
33.21,47.22,0.53,2023-09-07,CAREIRO DA VARZEA,AM
33.44,48.96,0.51,2023-09-08,CAREIRO DA VARZEA,AM
34.04,48.03,0.52,2023-09-09,CAREIRO DA VARZEA,AM
33.35,48.92,0.5,2023-09-10,CAREIRO DA VARZEA,AM
33.02,53.09,0.44,2023-09-11,CAREIRO DA VARZEA,AM
31.49,60.6,0.45,2023-09-12,CAREIRO DA VARZEA,AM
33.29,49.16,0.6,2023-09-13,CAREIRO DA VARZEA,AM
33.48,45.41,0.6,2023-09-14,CAREIRO DA VARZEA,AM
33.02,48.16,0.45,2023-09-15,CAREIRO DA VARZEA,AM
31.76,53.8,0.44,2023-09-16,CAREIRO DA VARZEA,AM
31.34,62.78,0.5,2023-09-17,CAREIRO DA VARZEA,AM
33.06,50.47,0.65,2023-09-18,CAREIRO DA VARZEA,AM
32.84,49.63,0.56,2023-09-19,CAREIRO DA VARZEA,AM
32.09,57.52,0.44,2023-09-20,CAREIRO DA VARZEA,AM
31.71,60.51,0.48,2023-09-21,CAREIRO DA VARZEA,AM
33.17,50.45,0.45,2023-09-22,CAREIRO DA VARZEA,AM
32.54,54.3,0.53,2023-09-23,CAREIRO DA VARZEA,AM
33.26,51.32,0.56,2023-09-24,CAREIRO DA VARZEA,AM
34.18,47.15,0.55,2023-09-25,CAREIRO DA VARZEA,AM
34.22,49.31,0.51,2023-09-26,CAREIRO DA VARZEA,AM
34.67,45.97,0.51,2023-09-27,CAREIRO DA VARZEA,AM
32.81,56.87,0.51,2023-09-28,CAREIRO DA VARZEA,AM
33.15,51.83,0.49,2023-09-29,CAREIRO DA VARZEA,AM
33.97,48.47,0.56,2023-09-30,CAREIRO DA VARZEA,AM
34.42,45.44,0.57,2023-10-01,CAREIRO DA VARZEA,AM
34.34,43.03,0.47,2023-10-02,CAREIRO DA VARZEA,AM
34.14,50.1,0.62,2023-10-03,CAREIRO DA VARZEA,AM
34.57,45.67,0.56,2023-10-04,CAREIRO DA VARZEA,AM
34.77,46.62,0.55,2023-10-05,CAREIRO DA VARZEA,AM
34.59,46.55,0.53,2023-10-06,CAREIRO DA VARZEA,AM
34.4,43.67,0.64,2023-10-07,CAREIRO DA VARZEA,AM
34.88,38.61,0.6,2023-10-08,CAREIRO DA VARZEA,AM
35.57,39.98,0.57,2023-10-09,CAREIRO DA VARZEA,AM
35.3,40.48,0.55,2023-10-10,CAREIRO DA VARZEA,AM
35.49,38.79,0.48,2023-10-11,CAREIRO DA VARZEA,AM
35.15,38.81,0.41,2023-10-12,CAREIRO DA VARZEA,AM
34.27,44.37,0.5,2023-10-13,CAREIRO DA VARZEA,AM
33.84,50.08,0.49,2023-10-14,CAREIRO DA VARZEA,AM
31.6,57.54,0.53,2023-10-15,CAREIRO DA VARZEA,AM
31.1,63.3,0.37,2023-10-16,CAREIRO DA VARZEA,AM
31.43,63.54,0.31,2023-10-17,CAREIRO DA VARZEA,AM
31.17,65.62,0.34,2023-10-18,CAREIRO DA VARZEA,AM
32.06,60.14,0.51,2023-10-19,CAREIRO DA VARZEA,AM
32.15,61.11,0.57,2023-10-20,CAREIRO DA VARZEA,AM
33.12,58.73,0.53,2023-10-21,CAREIRO DA VARZEA,AM
31.79,65.6,0.34,2023-10-22,CAREIRO DA VARZEA,AM
30.93,68.19,0.29,2023-10-23,CAREIRO DA VARZEA,AM
32.33,57.67,0.5,2023-10-24,CAREIRO DA VARZEA,AM
32.87,57.12,0.44,2023-10-25,CAREIRO DA VARZEA,AM
32.03,61.26,0.45,2023-10-26,CAREIRO DA VARZEA,AM
32.25,54.64,0.56,2023-10-27,CAREIRO DA VARZEA,AM
32.41,54.33,0.7,2023-10-28,CAREIRO DA VARZEA,AM
33.01,53.24,0.62,2023-10-29,CAREIRO DA VARZEA,AM
32.39,57.83,0.51,2023-10-30,CAREIRO DA VARZEA,AM
31.18,61.16,0.5,2023-10-31,CAREIRO DA VARZEA,AM
32.63,53.63,0.52,2023-11-01,CAREIRO DA VARZEA,AM
33.24,51.26,0.49,2023-11-02,CAREIRO DA VARZEA,AM
33.45,52.14,0.49,2023-11-03,CAREIRO DA VARZEA,AM
33.08,55.7,0.53,2023-11-04,CAREIRO DA VARZEA,AM
32.92,54.81,0.37,2023-11-05,CAREIRO DA VARZEA,AM
31.32,67.71,0.39,2023-11-06,CAREIRO DA VARZEA,AM
28.61,79.62,0.36,2023-11-07,CAREIRO DA VARZEA,AM
30.98,66.0,0.44,2023-11-08,CAREIRO DA VARZEA,AM
32.54,56.01,0.55,2023-11-09,CAREIRO DA VARZEA,AM
32.58,56.54,0.55,2023-11-10,CAREIRO DA VARZEA,AM
32.96,58.37,0.53,2023-11-11,CAREIRO DA VARZEA,AM
32.54,59.99,0.59,2023-11-12,CAREIRO DA VARZEA,AM
33.1,55.75,0.6,2023-11-13,CAREIRO DA VARZEA,AM
33.08,54.17,0.61,2023-11-14,CAREIRO DA VARZEA,AM
32.49,52.27,0.65,2023-11-15,CAREIRO DA VARZEA,AM
33.31,52.34,0.65,2023-11-16,CAREIRO DA VARZEA,AM
33.45,55.08,0.47,2023-11-17,CAREIRO DA VARZEA,AM
33.31,55.35,0.51,2023-11-18,CAREIRO DA VARZEA,AM
32.23,57.64,0.56,2023-11-19,CAREIRO DA VARZEA,AM
32.05,60.59,0.44,2023-11-20,CAREIRO DA VARZEA,AM
31.61,62.72,0.42,2023-11-21,CAREIRO DA VARZEA,AM
31.44,63.3,0.42,2023-11-22,CAREIRO DA VARZEA,AM
27.49,86.14,0.48,2023-11-23,CAREIRO DA VARZEA,AM
29.76,70.63,0.52,2023-11-24,CAREIRO DA VARZEA,AM
27.82,76.94,0.43,2023-11-25,CAREIRO DA VARZEA,AM
26.86,82.84,0.39,2023-11-26,CAREIRO DA VARZEA,AM
28.87,72.71,0.42,2023-11-27,CAREIRO DA VARZEA,AM
29.18,73.25,0.54,2023-11-28,CAREIRO DA VARZEA,AM
30.45,65.41,0.63,2023-11-29,CAREIRO DA VARZEA,AM
31.03,63.66,0.61,2023-11-30,CAREIRO DA VARZEA,AM
31.26,63.96,0.59,2023-12-01,CAREIRO DA VARZEA,AM
30.75,64.06,0.54,2023-12-02,CAREIRO DA VARZEA,AM
28.47,77.98,0.48,2023-12-03,CAREIRO DA VARZEA,AM
27.78,82.23,0.52,2023-12-04,CAREIRO DA VARZEA,AM
28.64,74.99,0.56,2023-12-05,CAREIRO DA VARZEA,AM
30.31,65.01,0.59,2023-12-06,CAREIRO DA VARZEA,AM
30.0,70.73,0.42,2023-12-07,CAREIRO DA VARZEA,AM
28.01,84.2,0.41,2023-12-08,CAREIRO DA VARZEA,AM
28.83,76.55,0.46,2023-12-09,CAREIRO DA VARZEA,AM
30.22,70.62,0.44,2023-12-10,CAREIRO DA VARZEA,AM
29.32,77.35,0.47,2023-12-11,CAREIRO DA VARZEA,AM
28.47,82.29,0.49,2023-12-12,CAREIRO DA VARZEA,AM
28.75,81.98,0.53,2023-12-13,CAREIRO DA VARZEA,AM
28.94,81.37,0.45,2023-12-14,CAREIRO DA VARZEA,AM
27.84,88.33,0.44,2023-12-15,CAREIRO DA VARZEA,AM
27.71,87.2,0.41,2023-12-16,CAREIRO DA VARZEA,AM
28.15,85.22,0.37,2023-12-17,CAREIRO DA VARZEA,AM
28.96,79.39,0.29,2023-12-18,CAREIRO DA VARZEA,AM
28.64,82.4,0.46,2023-12-19,CAREIRO DA VARZEA,AM
28.01,84.62,0.55,2023-12-20,CAREIRO DA VARZEA,AM
27.37,87.23,0.44,2023-12-21,CAREIRO DA VARZEA,AM
27.27,88.03,0.43,2023-12-22,CAREIRO DA VARZEA,AM
27.91,84.28,0.52,2023-12-23,CAREIRO DA VARZEA,AM
27.15,92.68,0.47,2023-12-24,CAREIRO DA VARZEA,AM
26.14,92.42,0.47,2023-12-25,CAREIRO DA VARZEA,AM
26.96,88.0,0.38,2023-12-26,CAREIRO DA VARZEA,AM
27.02,91.83,0.41,2023-12-27,CAREIRO DA VARZEA,AM
27.92,86.63,0.46,2023-12-28,CAREIRO DA VARZEA,AM
27.48,88.68,0.38,2023-12-29,CAREIRO DA VARZEA,AM
26.88,91.0,0.44,2023-12-30,CAREIRO DA VARZEA,AM
27.88,84.42,0.37,2023-12-31,CAREIRO DA VARZEA,AM
28.21,82.96,0.43,2024-01-01,CAREIRO DA VARZEA,AM
27.44,87.65,0.47,2024-01-02,CAREIRO DA VARZEA,AM
28.1,85.1,0.48,2024-01-03,CAREIRO DA VARZEA,AM
28.56,81.54,0.42,2024-01-04,CAREIRO DA VARZEA,AM
26.88,88.9,0.36,2024-01-05,CAREIRO DA VARZEA,AM
26.75,86.64,0.45,2024-01-06,CAREIRO DA VARZEA,AM
27.83,82.38,0.49,2024-01-07,CAREIRO DA VARZEA,AM
28.23,83.04,0.5,2024-01-08,CAREIRO DA VARZEA,AM
27.28,90.78,0.45,2024-01-09,CAREIRO DA VARZEA,AM
26.6,89.84,0.51,2024-01-10,CAREIRO DA VARZEA,AM
26.76,88.04,0.39,2024-01-11,CAREIRO DA VARZEA,AM
26.8,86.82,0.4,2024-01-12,CAREIRO DA VARZEA,AM
26.66,86.94,0.4,2024-01-13,CAREIRO DA VARZEA,AM
26.09,91.85,0.5,2024-01-14,CAREIRO DA VARZEA,AM
26.56,90.31,0.45,2024-01-15,CAREIRO DA VARZEA,AM
27.16,88.86,0.51,2024-01-16,CAREIRO DA VARZEA,AM
27.71,87.52,0.52,2024-01-17,CAREIRO DA VARZEA,AM
27.44,88.11,0.54,2024-01-18,CAREIRO DA VARZEA,AM
27.4,89.07,0.43,2024-01-19,CAREIRO DA VARZEA,AM
27.45,88.05,0.5,2024-01-20,CAREIRO DA VARZEA,AM
27.01,93.98,0.4,2024-01-21,CAREIRO DA VARZEA,AM
27.54,88.01,0.43,2024-01-22,CAREIRO DA VARZEA,AM
28.2,86.1,0.4,2024-01-23,CAREIRO DA VARZEA,AM
27.7,86.35,0.44,2024-01-24,CAREIRO DA VARZEA,AM
28.25,84.22,0.44,2024-01-25,CAREIRO DA VARZEA,AM
27.7,87.64,0.42,2024-01-26,CAREIRO DA VARZEA,AM
27.72,87.74,0.44,2024-01-27,CAREIRO DA VARZEA,AM
27.66,87.46,0.52,2024-01-28,CAREIRO DA VARZEA,AM
28.21,82.2,0.53,2024-01-29,CAREIRO DA VARZEA,AM
28.59,82.52,0.54,2024-01-30,CAREIRO DA VARZEA,AM
28.16,85.14,0.47,2024-01-31,CAREIRO DA VARZEA,AM
26.87,93.21,0.42,2024-02-01,CAREIRO DA VARZEA,AM
27.07,90.37,0.51,2024-02-02,CAREIRO DA VARZEA,AM
27.24,86.98,0.54,2024-02-03,CAREIRO DA VARZEA,AM
27.88,89.02,0.52,2024-02-04,CAREIRO DA VARZEA,AM
27.59,88.48,0.48,2024-02-05,CAREIRO DA VARZEA,AM
28.14,85.71,0.52,2024-02-06,CAREIRO DA VARZEA,AM
27.97,86.71,0.46,2024-02-07,CAREIRO DA VARZEA,AM
28.28,87.11,0.42,2024-02-08,CAREIRO DA VARZEA,AM
27.92,89.85,0.43,2024-02-09,CAREIRO DA VARZEA,AM
28.11,87.99,0.49,2024-02-10,CAREIRO DA VARZEA,AM
27.5,89.45,0.47,2024-02-11,CAREIRO DA VARZEA,AM
27.04,90.74,0.47,2024-02-12,CAREIRO DA VARZEA,AM
25.44,94.96,0.47,2024-02-13,CAREIRO DA VARZEA,AM
27.18,86.3,0.5,2024-02-14,CAREIRO DA VARZEA,AM
27.73,86.88,0.51,2024-02-15,CAREIRO DA VARZEA,AM
27.99,87.11,0.48,2024-02-16,CAREIRO DA VARZEA,AM
27.8,88.26,0.51,2024-02-17,CAREIRO DA VARZEA,AM
27.23,92.17,0.45,2024-02-18,CAREIRO DA VARZEA,AM
27.72,86.09,0.51,2024-02-19,CAREIRO DA VARZEA,AM
28.2,84.53,0.49,2024-02-20,CAREIRO DA VARZEA,AM
28.37,84.65,0.49,2024-02-21,CAREIRO DA VARZEA,AM
28.53,84.38,0.53,2024-02-22,CAREIRO DA VARZEA,AM
28.32,86.76,0.53,2024-02-23,CAREIRO DA VARZEA,AM
27.91,88.59,0.53,2024-02-24,CAREIRO DA VARZEA,AM
26.11,95.05,0.48,2024-02-25,CAREIRO DA VARZEA,AM
25.83,91.79,0.42,2024-02-26,CAREIRO DA VARZEA,AM
26.74,84.58,0.38,2024-02-27,CAREIRO DA VARZEA,AM
27.36,83.56,0.51,2024-02-28,CAREIRO DA VARZEA,AM
27.74,86.44,0.46,2024-02-29,CAREIRO DA VARZEA,AM
27.18,91.16,0.49,2024-03-01,CAREIRO DA VARZEA,AM
25.78,94.7,0.39,2024-03-02,CAREIRO DA VARZEA,AM
26.38,88.0,0.43,2024-03-03,CAREIRO DA VARZEA,AM
27.19,85.6,0.49,2024-03-04,CAREIRO DA VARZEA,AM
27.86,83.94,0.44,2024-03-05,CAREIRO DA VARZEA,AM
28.52,85.38,0.45,2024-03-06,CAREIRO DA VARZEA,AM
28.21,89.16,0.46,2024-03-07,CAREIRO DA VARZEA,AM
27.5,89.57,0.45,2024-03-08,CAREIRO DA VARZEA,AM
27.02,90.39,0.46,2024-03-09,CAREIRO DA VARZEA,AM
27.11,89.2,0.49,2024-03-10,CAREIRO DA VARZEA,AM
27.44,88.27,0.55,2024-03-11,CAREIRO DA VARZEA,AM
27.93,87.24,0.47,2024-03-12,CAREIRO DA VARZEA,AM
27.81,89.92,0.5,2024-03-13,CAREIRO DA VARZEA,AM
28.53,85.6,0.47,2024-03-14,CAREIRO DA VARZEA,AM
27.8,91.99,0.47,2024-03-15,CAREIRO DA VARZEA,AM
26.72,94.36,0.47,2024-03-16,CAREIRO DA VARZEA,AM
27.5,88.33,0.49,2024-03-17,CAREIRO DA VARZEA,AM
26.32,94.2,0.43,2024-03-18,CAREIRO DA VARZEA,AM
26.0,93.29,0.44,2024-03-19,CAREIRO DA VARZEA,AM
27.35,86.78,0.42,2024-03-20,CAREIRO DA VARZEA,AM
26.46,92.37,0.42,2024-03-21,CAREIRO DA VARZEA,AM
26.93,89.46,0.45,2024-03-22,CAREIRO DA VARZEA,AM
27.26,90.28,0.42,2024-03-23,CAREIRO DA VARZEA,AM
25.92,91.67,0.32,2024-03-24,CAREIRO DA VARZEA,AM
26.79,85.52,0.34,2024-03-25,CAREIRO DA VARZEA,AM
27.3,88.28,0.42,2024-03-26,CAREIRO DA VARZEA,AM
27.54,89.79,0.47,2024-03-27,CAREIRO DA VARZEA,AM
26.52,92.82,0.47,2024-03-28,CAREIRO DA VARZEA,AM
26.99,86.97,0.47,2024-03-29,CAREIRO DA VARZEA,AM
27.6,87.25,0.47,2024-03-30,CAREIRO DA VARZEA,AM
27.91,88.19,0.52,2024-03-31,CAREIRO DA VARZEA,AM
27.96,86.29,0.44,2024-04-01,CAREIRO DA VARZEA,AM
26.68,92.18,0.44,2024-04-02,CAREIRO DA VARZEA,AM
27.19,88.65,0.49,2024-04-03,CAREIRO DA VARZEA,AM
27.43,86.86,0.45,2024-04-04,CAREIRO DA VARZEA,AM
26.52,91.03,0.35,2024-04-05,CAREIRO DA VARZEA,AM
26.3,88.08,0.51,2024-04-06,CAREIRO DA VARZEA,AM
27.49,84.79,0.53,2024-04-07,CAREIRO DA VARZEA,AM
26.61,92.19,0.51,2024-04-08,CAREIRO DA VARZEA,AM
27.22,89.87,0.5,2024-04-09,CAREIRO DA VARZEA,AM
27.57,90.97,0.44,2024-04-10,CAREIRO DA VARZEA,AM
27.29,92.25,0.46,2024-04-11,CAREIRO DA VARZEA,AM
27.14,87.57,0.39,2024-04-12,CAREIRO DA VARZEA,AM
26.41,88.55,0.44,2024-04-13,CAREIRO DA VARZEA,AM
27.32,87.46,0.46,2024-04-14,CAREIRO DA VARZEA,AM
27.57,90.48,0.44,2024-04-15,CAREIRO DA VARZEA,AM
27.75,88.48,0.37,2024-04-16,CAREIRO DA VARZEA,AM
27.4,91.1,0.33,2024-04-17,CAREIRO DA VARZEA,AM
26.57,94.78,0.39,2024-04-18,CAREIRO DA VARZEA,AM
27.23,84.37,0.42,2024-04-19,CAREIRO DA VARZEA,AM
27.55,84.52,0.35,2024-04-20,CAREIRO DA VARZEA,AM
26.33,92.37,0.38,2024-04-21,CAREIRO DA VARZEA,AM
26.82,88.01,0.51,2024-04-22,CAREIRO DA VARZEA,AM
26.46,89.86,0.36,2024-04-23,CAREIRO DA VARZEA,AM
26.32,91.25,0.38,2024-04-24,CAREIRO DA VARZEA,AM
25.96,91.64,0.4,2024-04-25,CAREIRO DA VARZEA,AM
26.58,89.73,0.45,2024-04-26,CAREIRO DA VARZEA,AM
27.47,88.18,0.45,2024-04-27,CAREIRO DA VARZEA,AM
27.78,87.57,0.51,2024-04-28,CAREIRO DA VARZEA,AM
27.12,92.42,0.44,2024-04-29,CAREIRO DA VARZEA,AM
27.27,90.01,0.46,2024-04-30,CAREIRO DA VARZEA,AM
27.33,89.64,0.39,2024-05-01,CAREIRO DA VARZEA,AM
27.11,93.46,0.43,2024-05-02,CAREIRO DA VARZEA,AM
26.85,93.45,0.42,2024-05-03,CAREIRO DA VARZEA,AM
27.19,91.04,0.45,2024-05-04,CAREIRO DA VARZEA,AM
27.12,93.55,0.42,2024-05-05,CAREIRO DA VARZEA,AM
26.98,92.69,0.43,2024-05-06,CAREIRO DA VARZEA,AM
27.08,89.47,0.38,2024-05-07,CAREIRO DA VARZEA,AM
27.49,89.09,0.4,2024-05-08,CAREIRO DA VARZEA,AM
28.03,89.35,0.5,2024-05-09,CAREIRO DA VARZEA,AM
27.42,91.26,0.52,2024-05-10,CAREIRO DA VARZEA,AM
27.27,89.86,0.48,2024-05-11,CAREIRO DA VARZEA,AM
26.97,91.2,0.51,2024-05-12,CAREIRO DA VARZEA,AM
27.29,88.99,0.46,2024-05-13,CAREIRO DA VARZEA,AM
27.07,92.48,0.42,2024-05-14,CAREIRO DA VARZEA,AM
26.9,94.2,0.45,2024-05-15,CAREIRO DA VARZEA,AM
26.88,91.62,0.29,2024-05-16,CAREIRO DA VARZEA,AM
27.14,89.59,0.35,2024-05-17,CAREIRO DA VARZEA,AM
26.6,93.37,0.44,2024-05-18,CAREIRO DA VARZEA,AM
26.21,93.89,0.48,2024-05-19,CAREIRO DA VARZEA,AM
26.71,91.83,0.52,2024-05-20,CAREIRO DA VARZEA,AM
27.09,91.03,0.53,2024-05-21,CAREIRO DA VARZEA,AM
27.51,90.34,0.52,2024-05-22,CAREIRO DA VARZEA,AM
27.21,93.05,0.5,2024-05-23,CAREIRO DA VARZEA,AM
27.11,93.98,0.44,2024-05-24,CAREIRO DA VARZEA,AM
27.94,86.68,0.45,2024-05-25,CAREIRO DA VARZEA,AM
27.74,87.15,0.55,2024-05-26,CAREIRO DA VARZEA,AM
26.13,95.75,0.43,2024-05-27,CAREIRO DA VARZEA,AM
26.4,91.68,0.5,2024-05-28,CAREIRO DA VARZEA,AM
26.13,92.3,0.45,2024-05-29,CAREIRO DA VARZEA,AM
25.66,92.2,0.43,2024-05-30,CAREIRO DA VARZEA,AM
26.23,92.43,0.45,2024-05-31,CAREIRO DA VARZEA,AM
26.62,92.6,0.44,2024-06-01,CAREIRO DA VARZEA,AM
26.77,93.09,0.48,2024-06-02,CAREIRO DA VARZEA,AM
26.27,96.96,0.5,2024-06-03,CAREIRO DA VARZEA,AM
27.11,88.74,0.54,2024-06-04,CAREIRO DA VARZEA,AM
27.15,91.37,0.48,2024-06-05,CAREIRO DA VARZEA,AM
26.74,93.13,0.51,2024-06-06,CAREIRO DA VARZEA,AM
27.46,88.38,0.57,2024-06-07,CAREIRO DA VARZEA,AM
27.0,91.83,0.51,2024-06-08,CAREIRO DA VARZEA,AM
26.78,90.69,0.45,2024-06-09,CAREIRO DA VARZEA,AM
26.88,90.86,0.49,2024-06-10,CAREIRO DA VARZEA,AM
26.41,93.36,0.44,2024-06-11,CAREIRO DA VARZEA,AM
27.02,91.76,0.51,2024-06-12,CAREIRO DA VARZEA,AM
27.34,89.53,0.55,2024-06-13,CAREIRO DA VARZEA,AM
27.53,88.66,0.58,2024-06-14,CAREIRO DA VARZEA,AM
26.65,92.2,0.51,2024-06-15,CAREIRO DA VARZEA,AM
27.03,90.62,0.54,2024-06-16,CAREIRO DA VARZEA,AM
27.51,84.8,0.43,2024-06-17,CAREIRO DA VARZEA,AM
27.52,84.44,0.43,2024-06-18,CAREIRO DA VARZEA,AM
26.38,94.33,0.45,2024-06-19,CAREIRO DA VARZEA,AM
27.18,89.53,0.55,2024-06-20,CAREIRO DA VARZEA,AM
27.52,88.08,0.56,2024-06-21,CAREIRO DA VARZEA,AM
27.64,87.02,0.5,2024-06-22,CAREIRO DA VARZEA,AM
27.5,86.78,0.54,2024-06-23,CAREIRO DA VARZEA,AM
27.4,86.8,0.58,2024-06-24,CAREIRO DA VARZEA,AM
26.54,88.87,0.54,2024-06-25,CAREIRO DA VARZEA,AM
27.06,85.07,0.56,2024-06-26,CAREIRO DA VARZEA,AM
27.48,84.04,0.56,2024-06-27,CAREIRO DA VARZEA,AM
27.45,86.06,0.55,2024-06-28,CAREIRO DA VARZEA,AM
26.74,90.36,0.51,2024-06-29,CAREIRO DA VARZEA,AM
27.26,86.4,0.56,2024-06-30,CAREIRO DA VARZEA,AM
27.03,89.14,0.54,2024-07-01,CAREIRO DA VARZEA,AM
27.01,90.22,0.56,2024-07-02,CAREIRO DA VARZEA,AM
27.09,88.7,0.54,2024-07-03,CAREIRO DA VARZEA,AM
27.29,88.5,0.49,2024-07-04,CAREIRO DA VARZEA,AM
27.28,88.67,0.52,2024-07-05,CAREIRO DA VARZEA,AM
27.18,90.12,0.55,2024-07-06,CAREIRO DA VARZEA,AM
27.36,86.93,0.52,2024-07-07,CAREIRO DA VARZEA,AM
27.38,84.15,0.5,2024-07-08,CAREIRO DA VARZEA,AM
27.78,82.92,0.52,2024-07-09,CAREIRO DA VARZEA,AM
27.02,88.78,0.47,2024-07-10,CAREIRO DA VARZEA,AM
26.99,89.0,0.52,2024-07-11,CAREIRO DA VARZEA,AM
27.08,90.08,0.51,2024-07-12,CAREIRO DA VARZEA,AM
26.53,92.24,0.42,2024-07-13,CAREIRO DA VARZEA,AM
26.54,88.83,0.44,2024-07-14,CAREIRO DA VARZEA,AM
26.62,88.11,0.47,2024-07-15,CAREIRO DA VARZEA,AM
27.0,87.39,0.49,2024-07-16,CAREIRO DA VARZEA,AM
27.01,86.78,0.51,2024-07-17,CAREIRO DA VARZEA,AM
27.23,84.45,0.5,2024-07-18,CAREIRO DA VARZEA,AM
27.6,84.28,0.49,2024-07-19,CAREIRO DA VARZEA,AM
27.54,84.31,0.48,2024-07-20,CAREIRO DA VARZEA,AM
27.6,83.7,0.53,2024-07-21,CAREIRO DA VARZEA,AM
28.21,83.26,0.57,2024-07-22,CAREIRO DA VARZEA,AM
28.2,82.78,0.48,2024-07-23,CAREIRO DA VARZEA,AM
28.59,77.5,0.58,2024-07-24,CAREIRO DA VARZEA,AM
29.08,75.33,0.55,2024-07-25,CAREIRO DA VARZEA,AM
28.74,76.82,0.59,2024-07-26,CAREIRO DA VARZEA,AM
28.94,76.61,0.5,2024-07-27,CAREIRO DA VARZEA,AM
29.47,73.56,0.49,2024-07-28,CAREIRO DA VARZEA,AM
29.44,72.01,0.57,2024-07-29,CAREIRO DA VARZEA,AM
29.86,70.19,0.57,2024-07-30,CAREIRO DA VARZEA,AM
29.56,70.84,0.56,2024-07-31,CAREIRO DA VARZEA,AM
29.91,68.85,0.54,2024-08-01,CAREIRO DA VARZEA,AM
